Food_ID,Name,C_Type,Veg_Non,Describe,combined_features
4887,Chicken Fried rice,American,Non-Veg,chicken pasta peas garlic spinach cumin olive oil pepper,Chicken Fried rice chicken pasta peas garlic spinach cumin olive oil pepper
4888,Mutton Soup,Mexican,Non-Veg,mutton noodles peas ginger onion salt olive oil pepper,Mutton Soup mutton noodles peas ginger onion salt olive oil pepper
4889,Egg Gravy,Mexican,Non-Veg,egg pasta spinach capsicum ginger cumin chili butter,Egg Gravy egg pasta spinach capsicum ginger cumin chili butter
4890,Mushroom Fried rice,Thai,Veg,mushroom salad carrot tomato capsicum olive oil coriander salt,Mushroom Fried rice mushroom salad carrot tomato capsicum olive oil coriander salt
4891,Tofu Gravy,Italian,Veg,tofu noodles spinach tomato peas butter salt coriander,Tofu Gravy tofu noodles spinach tomato peas butter salt coriander
4892,Potato Fried rice,Japanese,Veg,potato soup onion carrot tomato chili olive oil pepper,Potato Fried rice potato soup onion carrot tomato chili olive oil pepper
4893,Chicken Gravy,Indian,Non-Veg,chicken soup capsicum spinach onion turmeric butter cumin,Chicken Gravy chicken soup capsicum spinach onion turmeric butter cumin
4894,Egg Pasta bowl,Mediterranean,Non-Veg,egg rice ginger onion garlic pepper olive oil chili,Egg Pasta bowl egg rice ginger onion garlic pepper olive oil chili
4895,Egg Pasta bowl,Indian,Non-Veg,egg noodles garlic onion spinach pepper coriander chili,Egg Pasta bowl egg noodles garlic onion spinach pepper coriander chili
4896,Fish Stir fry,Chinese,Non-Veg,fish bread spinach carrot ginger chili soy sauce pepper,Fish Stir fry fish bread spinach carrot ginger chili soy sauce pepper
4897,Chicken Noodle bowl,Thai,Non-Veg,chicken noodles spinach carrot garlic turmeric coriander salt,Chicken Noodle bowl chicken noodles spinach carrot garlic turmeric coriander salt
4898,Paneer Masala,American,Veg,paneer pasta tomato onion spinach olive oil chili soy sauce,Paneer Masala paneer pasta tomato onion spinach olive oil chili soy sauce
4899,Chicken Pasta bowl,Chinese,Non-Veg,chicken bread spinach ginger tomato cumin salt butter,Chicken Pasta bowl chicken bread spinach ginger tomato cumin salt butter
4900,Tofu Noodle bowl,Mexican,Veg,tofu salad carrot tomato peas pepper soy sauce salt,Tofu Noodle bowl tofu salad carrot tomato peas pepper soy sauce salt
4901,Mushroom Soup,Japanese,Veg,mushroom wrap peas garlic spinach coriander olive oil turmeric,Mushroom Soup mushroom wrap peas garlic spinach coriander olive oil turmeric
4902,Lentils Gravy,Thai,Veg,lentils bread capsicum garlic spinach olive oil soy sauce butter,Lentils Gravy lentils bread capsicum garlic spinach olive oil soy sauce butter
4903,Tofu Biryani,Chinese,Veg,tofu wrap ginger capsicum garlic turmeric butter pepper,Tofu Biryani tofu wrap ginger capsicum garlic turmeric butter pepper
4904,Chickpeas Noodle bowl,American,Veg,chickpeas wrap carrot spinach tomato salt coriander pepper,Chickpeas Noodle bowl chickpeas wrap carrot spinach tomato salt coriander pepper
4905,Chicken Stir fry,Chinese,Non-Veg,chicken salad peas spinach garlic olive oil salt coriander,Chicken Stir fry chicken salad peas spinach garlic olive oil salt coriander
4906,Prawn Noodle bowl,American,Non-Veg,prawn soup tomato spinach onion olive oil coriander cumin,Prawn Noodle bowl prawn soup tomato spinach onion olive oil coriander cumin
4907,Chicken Biryani,Chinese,Non-Veg,chicken pasta ginger spinach onion pepper turmeric soy sauce,Chicken Biryani chicken pasta ginger spinach onion pepper turmeric soy sauce
4908,Mutton Fried rice,Chinese,Non-Veg,mutton pasta ginger onion spinach pepper coriander soy sauce,Mutton Fried rice mutton pasta ginger onion spinach pepper coriander soy sauce
4909,Mushroom Biryani,Chinese,Veg,mushroom salad garlic onion spinach olive oil salt butter,Mushroom Biryani mushroom salad garlic onion spinach olive oil salt butter
4910,Mutton Fried rice,Chinese,Non-Veg,mutton rice peas ginger tomato butter coriander pepper,Mutton Fried rice mutton rice peas ginger tomato butter coriander pepper
4911,Egg Biryani,Thai,Non-Veg,egg pasta onion capsicum garlic cumin chili butter,Egg Biryani egg pasta onion capsicum garlic cumin chili butter
4912,Egg Stir fry,Japanese,Non-Veg,egg bread spinach garlic tomato pepper salt chili,Egg Stir fry egg bread spinach garlic tomato pepper salt chili
4913,Mushroom Biryani,Indian,Veg,mushroom salad carrot onion garlic pepper chili soy sauce,Mushroom Biryani mushroom salad carrot onion garlic pepper chili soy sauce
4914,Mushroom Curry,Japanese,Veg,mushroom salad onion carrot capsicum soy sauce olive oil pepper,Mushroom Curry mushroom salad onion carrot capsicum soy sauce olive oil pepper
4915,Potato Noodle bowl,American,Veg,potato soup tomato ginger garlic chili butter olive oil,Potato Noodle bowl potato soup tomato ginger garlic chili butter olive oil
4916,Egg Noodle bowl,Mediterranean,Non-Veg,egg salad spinach peas garlic chili pepper turmeric,Egg Noodle bowl egg salad spinach peas garlic chili pepper turmeric
4917,Chickpeas Stir fry,Mexican,Veg,chickpeas bread garlic onion peas turmeric cumin salt,Chickpeas Stir fry chickpeas bread garlic onion peas turmeric cumin salt
4918,Chickpeas Noodle bowl,Italian,Veg,chickpeas noodles garlic capsicum tomato pepper olive oil salt,Chickpeas Noodle bowl chickpeas noodles garlic capsicum tomato pepper olive oil salt
4919,Paneer Gravy,Japanese,Veg,paneer rice ginger tomato capsicum olive oil pepper salt,Paneer Gravy paneer rice ginger tomato capsicum olive oil pepper salt
4920,Tofu Masala,Indian,Veg,tofu rice ginger capsicum carrot pepper salt olive oil,Tofu Masala tofu rice ginger capsicum carrot pepper salt olive oil
4921,Egg Masala,Thai,Non-Veg,egg rice tomato spinach peas chili cumin pepper,Egg Masala egg rice tomato spinach peas chili cumin pepper
4922,Prawn Gravy,Italian,Non-Veg,prawn rice spinach tomato capsicum pepper cumin turmeric,Prawn Gravy prawn rice spinach tomato capsicum pepper cumin turmeric
4923,Beans Biryani,Chinese,Veg,beans noodles ginger carrot spinach cumin coriander soy sauce,Beans Biryani beans noodles ginger carrot spinach cumin coriander soy sauce
4924,Beans Pasta bowl,Italian,Veg,beans wrap ginger spinach carrot olive oil cumin turmeric,Beans Pasta bowl beans wrap ginger spinach carrot olive oil cumin turmeric
4925,Mutton Fried rice,American,Non-Veg,mutton rice garlic peas capsicum turmeric chili pepper,Mutton Fried rice mutton rice garlic peas capsicum turmeric chili pepper
4926,Mutton Pasta bowl,Mediterranean,Non-Veg,mutton soup peas tomato onion butter cumin soy sauce,Mutton Pasta bowl mutton soup peas tomato onion butter cumin soy sauce
4927,Potato Gravy,Chinese,Veg,potato pasta spinach garlic onion cumin turmeric soy sauce,Potato Gravy potato pasta spinach garlic onion cumin turmeric soy sauce
4928,Egg Masala,Chinese,Non-Veg,egg bread capsicum spinach peas pepper salt soy sauce,Egg Masala egg bread capsicum spinach peas pepper salt soy sauce
4929,Paneer Stir fry,Thai,Veg,paneer soup onion tomato carrot salt cumin chili,Paneer Stir fry paneer soup onion tomato carrot salt cumin chili
4930,Chickpeas Curry,Italian,Veg,chickpeas soup peas ginger garlic salt cumin turmeric,Chickpeas Curry chickpeas soup peas ginger garlic salt cumin turmeric
4931,Paneer Pasta bowl,Mediterranean,Veg,paneer salad carrot spinach garlic coriander chili soy sauce,Paneer Pasta bowl paneer salad carrot spinach garlic coriander chili soy sauce
4932,Mushroom Stir fry,Japanese,Veg,mushroom rice tomato capsicum peas pepper olive oil butter,Mushroom Stir fry mushroom rice tomato capsicum peas pepper olive oil butter
4933,Tofu Stir fry,American,Veg,tofu pasta spinach tomato carrot butter turmeric cumin,Tofu Stir fry tofu pasta spinach tomato carrot butter turmeric cumin
4934,Potato Stir fry,Indian,Veg,potato noodles carrot ginger tomato chili olive oil pepper,Potato Stir fry potato noodles carrot ginger tomato chili olive oil pepper
4935,Egg Stir fry,Italian,Non-Veg,egg pasta peas onion spinach turmeric butter salt,Egg Stir fry egg pasta peas onion spinach turmeric butter salt
4936,Potato Curry,Chinese,Veg,potato noodles garlic capsicum spinach chili butter cumin,Potato Curry potato noodles garlic capsicum spinach chili butter cumin
4937,Egg Curry,Indian,Non-Veg,egg salad capsicum onion spinach olive oil coriander butter,Egg Curry egg salad capsicum onion spinach olive oil coriander butter
4938,Egg Biryani,Mediterranean,Non-Veg,egg salad carrot garlic onion butter pepper soy sauce,Egg Biryani egg salad carrot garlic onion butter pepper soy sauce
4939,Mutton Soup,Japanese,Non-Veg,mutton bread onion peas carrot cumin butter olive oil,Mutton Soup mutton bread onion peas carrot cumin butter olive oil
4940,Egg Pasta bowl,American,Non-Veg,egg soup carrot peas onion pepper cumin coriander,Egg Pasta bowl egg soup carrot peas onion pepper cumin coriander
4941,Egg Pasta bowl,Mediterranean,Non-Veg,egg salad onion ginger capsicum chili coriander pepper,Egg Pasta bowl egg salad onion ginger capsicum chili coriander pepper
4942,Mutton Gravy,Italian,Non-Veg,mutton salad garlic capsicum peas soy sauce olive oil salt,Mutton Gravy mutton salad garlic capsicum peas soy sauce olive oil salt
4943,Prawn Soup,Indian,Non-Veg,prawn pasta tomato capsicum spinach chili coriander pepper,Prawn Soup prawn pasta tomato capsicum spinach chili coriander pepper
4944,Egg Curry,Mexican,Non-Veg,egg soup onion tomato ginger olive oil cumin salt,Egg Curry egg soup onion tomato ginger olive oil cumin salt
4945,Lentils Soup,Japanese,Veg,lentils wrap tomato ginger peas cumin turmeric coriander,Lentils Soup lentils wrap tomato ginger peas cumin turmeric coriander
4946,Fish Fried rice,Italian,Non-Veg,fish noodles onion garlic carrot chili olive oil salt,Fish Fried rice fish noodles onion garlic carrot chili olive oil salt
4947,Beans Gravy,Indian,Veg,beans salad capsicum onion ginger salt chili coriander,Beans Gravy beans salad capsicum onion ginger salt chili coriander
4948,Mutton Gravy,Mexican,Non-Veg,mutton noodles peas onion capsicum coriander olive oil soy sauce,Mutton Gravy mutton noodles peas onion capsicum coriander olive oil soy sauce
4949,Beans Stir fry,American,Veg,beans salad capsicum spinach garlic olive oil soy sauce turmeric,Beans Stir fry beans salad capsicum spinach garlic olive oil soy sauce turmeric
4950,Chickpeas Biryani,Mexican,Veg,chickpeas soup carrot onion garlic soy sauce cumin salt,Chickpeas Biryani chickpeas soup carrot onion garlic soy sauce cumin salt
4951,Paneer Curry,Mediterranean,Veg,paneer rice garlic onion tomato olive oil turmeric soy sauce,Paneer Curry paneer rice garlic onion tomato olive oil turmeric soy sauce
4952,Lentils Stir fry,Japanese,Veg,lentils salad carrot garlic capsicum coriander olive oil chili,Lentils Stir fry lentils salad carrot garlic capsicum coriander olive oil chili
4953,Egg Fried rice,Mexican,Non-Veg,egg salad onion carrot ginger chili salt butter,Egg Fried rice egg salad onion carrot ginger chili salt butter
4954,Egg Pasta bowl,Indian,Non-Veg,egg soup onion carrot capsicum soy sauce cumin salt,Egg Pasta bowl egg soup onion carrot capsicum soy sauce cumin salt
4955,Paneer Gravy,Mediterranean,Veg,paneer salad onion capsicum spinach chili pepper coriander,Paneer Gravy paneer salad onion capsicum spinach chili pepper coriander
4956,Chicken Fried rice,Chinese,Non-Veg,chicken soup garlic peas capsicum cumin olive oil chili,Chicken Fried rice chicken soup garlic peas capsicum cumin olive oil chili
4957,Egg Pasta bowl,Japanese,Non-Veg,egg wrap tomato ginger capsicum salt soy sauce pepper,Egg Pasta bowl egg wrap tomato ginger capsicum salt soy sauce pepper
4958,Potato Fried rice,Mediterranean,Veg,potato bread spinach ginger tomato butter chili coriander,Potato Fried rice potato bread spinach ginger tomato butter chili coriander
4959,Mutton Fried rice,Mexican,Non-Veg,mutton salad peas onion spinach cumin coriander butter,Mutton Fried rice mutton salad peas onion spinach cumin coriander butter
4960,Mutton Curry,Chinese,Non-Veg,mutton salad garlic capsicum peas turmeric cumin butter,Mutton Curry mutton salad garlic capsicum peas turmeric cumin butter
4961,Potato Stir fry,Indian,Veg,potato rice spinach ginger garlic pepper cumin salt,Potato Stir fry potato rice spinach ginger garlic pepper cumin salt
4962,Egg Soup,Mexican,Non-Veg,egg noodles tomato garlic peas salt chili turmeric,Egg Soup egg noodles tomato garlic peas salt chili turmeric
4963,Paneer Pasta bowl,Mediterranean,Veg,paneer soup garlic ginger carrot olive oil cumin butter,Paneer Pasta bowl paneer soup garlic ginger carrot olive oil cumin butter
4964,Prawn Gravy,Mexican,Non-Veg,prawn bread ginger onion spinach salt turmeric chili,Prawn Gravy prawn bread ginger onion spinach salt turmeric chili
4965,Paneer Gravy,Italian,Veg,paneer rice garlic tomato ginger chili coriander cumin,Paneer Gravy paneer rice garlic tomato ginger chili coriander cumin
4966,Egg Stir fry,American,Non-Veg,egg rice peas ginger tomato salt olive oil turmeric,Egg Stir fry egg rice peas ginger tomato salt olive oil turmeric
4967,Mushroom Pasta bowl,Japanese,Veg,mushroom pasta tomato garlic onion coriander butter chili,Mushroom Pasta bowl mushroom pasta tomato garlic onion coriander butter chili
4968,Mutton Stir fry,Japanese,Non-Veg,mutton noodles onion carrot garlic turmeric cumin chili,Mutton Stir fry mutton noodles onion carrot garlic turmeric cumin chili
4969,Chicken Noodle bowl,American,Non-Veg,chicken wrap onion tomato garlic salt chili olive oil,Chicken Noodle bowl chicken wrap onion tomato garlic salt chili olive oil
4970,Chickpeas Curry,Chinese,Veg,chickpeas soup spinach carrot ginger olive oil soy sauce butter,Chickpeas Curry chickpeas soup spinach carrot ginger olive oil soy sauce butter
4971,Chicken Gravy,Mexican,Non-Veg,chicken noodles spinach capsicum ginger chili turmeric salt,Chicken Gravy chicken noodles spinach capsicum ginger chili turmeric salt
4972,Lentils Stir fry,Indian,Veg,lentils pasta carrot spinach ginger turmeric chili soy sauce,Lentils Stir fry lentils pasta carrot spinach ginger turmeric chili soy sauce
4973,Beans Gravy,Mediterranean,Veg,beans soup peas onion tomato coriander butter chili,Beans Gravy beans soup peas onion tomato coriander butter chili
4974,Fish Gravy,Japanese,Non-Veg,fish rice onion ginger peas soy sauce coriander chili,Fish Gravy fish rice onion ginger peas soy sauce coriander chili
4975,Egg Soup,Indian,Non-Veg,egg bread onion carrot tomato cumin salt chili,Egg Soup egg bread onion carrot tomato cumin salt chili
4976,Prawn Curry,Mediterranean,Non-Veg,prawn wrap capsicum peas onion cumin turmeric coriander,Prawn Curry prawn wrap capsicum peas onion cumin turmeric coriander
4977,Prawn Soup,Japanese,Non-Veg,prawn salad onion garlic spinach butter salt turmeric,Prawn Soup prawn salad onion garlic spinach butter salt turmeric
4978,Potato Fried rice,Indian,Veg,potato soup garlic spinach onion salt olive oil butter,Potato Fried rice potato soup garlic spinach onion salt olive oil butter
4979,Paneer Noodle bowl,American,Veg,paneer soup carrot ginger capsicum pepper butter soy sauce,Paneer Noodle bowl paneer soup carrot ginger capsicum pepper butter soy sauce
4980,Paneer Gravy,Indian,Veg,paneer bread capsicum peas ginger olive oil coriander chili,Paneer Gravy paneer bread capsicum peas ginger olive oil coriander chili
4981,Tofu Masala,Italian,Veg,tofu bread tomato capsicum garlic soy sauce butter chili,Tofu Masala tofu bread tomato capsicum garlic soy sauce butter chili
4982,Mutton Gravy,Chinese,Non-Veg,mutton noodles onion capsicum spinach coriander soy sauce olive oil,Mutton Gravy mutton noodles onion capsicum spinach coriander soy sauce olive oil
4983,Chicken Pasta bowl,Mediterranean,Non-Veg,chicken wrap tomato capsicum spinach turmeric salt butter,Chicken Pasta bowl chicken wrap tomato capsicum spinach turmeric salt butter
4984,Potato Masala,Japanese,Veg,potato soup garlic spinach carrot butter coriander turmeric,Potato Masala potato soup garlic spinach carrot butter coriander turmeric
4985,Lentils Stir fry,Indian,Veg,lentils noodles carrot capsicum tomato coriander salt chili,Lentils Stir fry lentils noodles carrot capsicum tomato coriander salt chili
4986,Chickpeas Pasta bowl,Thai,Veg,chickpeas pasta tomato spinach onion butter soy sauce coriander,Chickpeas Pasta bowl chickpeas pasta tomato spinach onion butter soy sauce coriander
